	LocationID	CoutryID	CountryName	Description	DateTimeAdded	ID	DisplayValue
	2652	0		 ABRAHAM MOKOLA TOLL GATE	7/4/2025 1:28 PM	2652	 ABRAHAM MOKOLA TOLL GATE
	2412	7	MOZAMBIQUE	 BEIRA INHAMISUA MASODJA PARK 	8/9/2024 8:53 PM	2412	 BEIRA INHAMISUA MASODJA PARK 
	2641	1	ZAMBIA	 CHINGOLA HAULOADS YARD	6/28/2025 4:13 PM	2641	 CHINGOLA HAULOADS YARD
	1470	5	ZIMBABWE	 DUPLICATE 11	12/12/2022 9:40 AM	1470	 DUPLICATE 11
	2319	0		 HONDE 	6/9/2024 6:35 AM	2319	 HONDE 
	1425	1	ZAMBIA	 ZAMBIA	12/10/2022 10:21 AM	1425	 ZAMBIA
	1387	1	ZAMBIA	10 MILES AREA, LUSAKA	11/23/2022 10:46 AM	1387	10 MILES AREA, LUSAKA
	2377	5	ZIMBABWE	11 MILES ZIM SIDE	7/17/2024 7:20 PM	2377	11 MILES ZIM SIDE
	2100	3	BOTSWANA	120 KM TO MARTINS DRIFT 	9/11/2023 9:24 AM	2100	120 KM TO MARTINS DRIFT 
	2408	1	ZAMBIA	15 MILES AREA, CHISAMBA	8/9/2024 6:31 PM	2408	15 MILES AREA, CHISAMBA
	2425	1	ZAMBIA	20 MILES	8/17/2024 7:46 PM	2425	20 MILES
	2633	1	ZAMBIA	ABN YARD, NDOLA	6/21/2025 8:28 PM	2633	ABN YARD, NDOLA
	2649	1	ZAMBIA	ABRAM MOKOLA TOLL PLAZA	7/2/2025 6:35 PM	2649	ABRAM MOKOLA TOLL PLAZA
	2470	1	ZAMBIA	ABUS TRUCK PARK, MONZE	10/13/2024 8:29 PM	2470	ABUS TRUCK PARK, MONZE
	2455	1	ZAMBIA	ACTIVE YARD, NDOLA	9/8/2024 8:45 PM	2455	ACTIVE YARD, NDOLA
	2731	1	ZAMBIA	AFRI-ROAD YARD KITWE	10/10/2025 3:48 PM	2731	AFRI-ROAD YARD KITWE
	2296	7	MOZAMBIQUE	ALEXANDER GREY TOLL PLAZA	5/13/2024 8:08 AM	2296	ALEXANDER GREY TOLL PLAZA
	2655	5	ZIMBABWE	ALRO YARD, HARARE	7/5/2025 4:19 PM	2655	ALRO YARD, HARARE
	2428	7	MOZAMBIQUE	AMAANS YARD, LUSAKA	8/18/2024 5:57 PM	2428	AMAANS YARD, LUSAKA
	2366	1	ZAMBIA	AMAANS YARD, NDOLA	7/6/2024 6:04 PM	2366	AMAANS YARD, NDOLA
	2231	7	MOZAMBIQUE	AMATONGAS	2/4/2024 9:40 AM	2231	AMATONGAS
	2068	1	ZAMBIA	ANDREW SINKALA	7/30/2023 2:18 PM	2068	ANDREW SINKALA
	1731	9	UNKNOWN	ARCHIVED MANIFESTS	4/16/2023 1:33 PM	1731	ARCHIVED MANIFESTS
	2571	3	BOTSWANA	ARTESIA, MOSOMANE	3/16/2025 6:16 PM	2571	ARTESIA, MOSOMANE
	2463	5	ZIMBABWE	ASPINDALE TRUCK STOP, HARARE	9/23/2024 6:18 PM	2463	ASPINDALE TRUCK STOP, HARARE
	2687	0		AYOUN TRUCK PARK, LUSAKA 	8/7/2025 9:11 PM	2687	AYOUN TRUCK PARK, LUSAKA 
	1606	1	ZAMBIA	BAGAMOYO TRUCK PARK, MATUMBO	1/30/2023 11:44 AM	1606	BAGAMOYO TRUCK PARK, MATUMBO
	2520	2	TANZANIA	BAGAMOYO TZ	12/19/2024 8:57 PM	2520	BAGAMOYO TZ
	1466	1	ZAMBIA	BALUBA	12/11/2022 4:16 PM	1466	BALUBA
	2309	1	ZAMBIA	BALUBA AREA COPPER ZONE	5/25/2024 6:44 PM	2309	BALUBA AREA COPPER ZONE
	2625	1	ZAMBIA	BAMBELELA HIGHWAY TRUCK PARK, MASAITI-NDOLA	6/12/2025 7:12 PM	2625	BAMBELELA HIGHWAY TRUCK PARK, MASAITI-NDOLA
	2164	2	TANZANIA	BANANA VILLAGE	11/12/2023 10:55 AM	2164	BANANA VILLAGE
	2439	0		BANDULA	8/23/2024 8:38 AM	2439	BANDULA
	2353	5	ZIMBABWE	BANKET 	6/25/2024 7:02 PM	2353	BANKET 
	1984	5	ZIMBABWE	BANKET TOWN	6/11/2023 6:20 AM	1984	BANKET TOWN
	2424	0		BANTU	8/17/2024 6:13 PM	2424	BANTU
	1680	1	ZAMBIA	BATOKA	3/18/2023 11:50 AM	1680	BATOKA
	1998	5	ZIMBABWE	BEATRICE	6/13/2023 8:49 AM	1998	BEATRICE
	2373	1	ZAMBIA	BECLOAD YARD, LUSAKA 	7/13/2024 8:27 PM	2373	BECLOAD YARD, LUSAKA 
	2422	7	MOZAMBIQUE	BEIRA CERAMICA L.T.S PARK	8/16/2024 7:32 PM	2422	BEIRA CERAMICA L.T.S PARK
	2354	7	MOZAMBIQUE	BEIRA CHOICE DIESEL PARK	6/27/2024 7:01 PM	2354	BEIRA CHOICE DIESEL PARK
	2414	8	SOUTH AFRICA	BEIRA INHAMISUA MASODJA PARK	8/9/2024 8:54 PM	2414	BEIRA INHAMISUA MASODJA PARK
	2057	7	MOZAMBIQUE	BEIRA PORT	7/16/2023 12:12 PM	2057	BEIRA PORT
	2458	7	MOZAMBIQUE	BEIRA RELOAD LOGISTICS, BEIRA PORT	9/18/2024 10:02 PM	2458	BEIRA RELOAD LOGISTICS, BEIRA PORT
	2362	8	SOUTH AFRICA	BEITBRIDGE SOUTH AFRICAN SIDE	7/2/2024 11:04 PM	2362	BEITBRIDGE SOUTH AFRICAN SIDE
	1714	5	ZIMBABWE	BEITBRIDGE ZIM SIDE	4/10/2023 10:39 AM	1714	BEITBRIDGE ZIM SIDE
	2608	1	ZAMBIA	BHL MUTANDA YARD, SOLWEZI	5/20/2025 8:47 PM	2608	BHL MUTANDA YARD, SOLWEZI
	2124	1	ZAMBIA	BHL YARD (ZAMBIA)	10/17/2023 7:49 PM	2124	BHL YARD (ZAMBIA)
	2645	1	ZAMBIA	BHL YARD, BATOKA	6/30/2025 7:23 PM	2645	BHL YARD, BATOKA
	2628	1	ZAMBIA	BHL YARD, LIVINGSTONE	6/14/2025 6:28 PM	2628	BHL YARD, LIVINGSTONE
	2602	1	ZAMBIA	BHL YARD, LUSAKA	5/13/2025 6:38 PM	2602	BHL YARD, LUSAKA
	2601	1	ZAMBIA	BHL YARD, NDOLA	5/12/2025 3:34 PM	2601	BHL YARD, NDOLA
	2308	5	ZIMBABWE	BIATRECE	5/23/2024 2:00 PM	2308	BIATRECE
	2710	1	ZAMBIA	BLACK PANTHER YARD, NDOLA	9/5/2025 12:43 PM	2710	BLACK PANTHER YARD, NDOLA
	2637	0		BLANKET	6/26/2025 2:10 PM	2637	BLANKET
	2715	1	ZAMBIA	BLOSSOM BLUE YARD,LUSAKA	9/14/2025 7:41 PM	2715	BLOSSOM BLUE YARD,LUSAKA
	2418	1	ZAMBIA	BLUE VILLA TRUCK PARK(OPPOSITE HITCO), NDOLA	8/12/2024 8:43 PM	2418	BLUE VILLA TRUCK PARK(OPPOSITE HITCO), NDOLA
	2452	1	ZAMBIA	BLUE VILLA TRUCK PARK, NDOLA	9/5/2024 9:14 PM	2452	BLUE VILLA TRUCK PARK, NDOLA
	1753	1	ZAMBIA	BOSO	4/18/2023 1:19 PM	1753	BOSO
	1434	3	BOTSWANA	BOTSWANA	12/10/2022 10:22 AM	1434	BOTSWANA
	2047	5	ZIMBABWE	BROMLEY	7/15/2023 9:50 AM	2047	BROMLEY
	2008	5	ZIMBABWE	BUBI	6/13/2023 4:44 PM	2008	BUBI
	2705	1	ZAMBIA	BUDGET LOGISTICS YARD, KITWE	8/25/2025 7:06 PM	2705	BUDGET LOGISTICS YARD, KITWE
	2341	5	ZIMBABWE	BUFALO TRUCK STOP, RUSAPE	6/20/2024 7:54 PM	2341	BUFALO TRUCK STOP, RUSAPE
	1968	2	TANZANIA	BUGURUNI	5/17/2023 4:33 PM	1968	BUGURUNI
	2690	5	ZIMBABWE	BULAWAYO	8/11/2025 3:00 PM	2690	BULAWAYO
	1973	1	ZAMBIA	BWANA SAMAKI	5/29/2023 12:55 PM	1973	BWANA SAMAKI
	1547	2	TANZANIA	BWAWANI	1/3/2023 10:36 AM	1547	BWAWANI
	2589	1	ZAMBIA	CALIBER YARD LUSAKA	5/2/2025 1:28 PM	2589	CALIBER YARD LUSAKA
	2590	1	ZAMBIA	CALIBER YARD NDOLA	5/2/2025 1:29 PM	2590	CALIBER YARD NDOLA
	2372	1	ZAMBIA	CAPITAL FISHERIES, LUSAKA 	7/13/2024 6:18 PM	2372	CAPITAL FISHERIES, LUSAKA 
	2727	1	ZAMBIA	CARGOTIS YARD, LUSAKA	10/2/2025 1:07 AM	2727	CARGOTIS YARD, LUSAKA
	2386	1	ZAMBIA	CARIBBEAN YARD, LUSAKA	7/23/2024 6:02 PM	2386	CARIBBEAN YARD, LUSAKA
	2264	1	ZAMBIA	CARIBBEAN YARD, NDOLA	3/28/2024 2:52 PM	2264	CARIBBEAN YARD, NDOLA
	2483	7	MOZAMBIQUE	CASSACATIZA BORDER	10/22/2024 6:05 PM	2483	CASSACATIZA BORDER
	2158	7	MOZAMBIQUE	CASSACATIZA PATHWAY	11/11/2023 12:59 PM	2158	CASSACATIZA PATHWAY
	2179	7	MOZAMBIQUE	CATANDICA	11/23/2023 8:03 AM	2179	CATANDICA
	2331	7	MOZAMBIQUE	CATONGOLENE	6/15/2024 12:10 PM	2331	CATONGOLENE
	2546	1	ZAMBIA	CENTER STAR YARD, NDOLA	1/20/2025 8:12 PM	2546	CENTER STAR YARD, NDOLA
	2346	7	MOZAMBIQUE	CERÂMICA, BEIRA	6/22/2024 6:32 AM	2346	CERÂMICA, BEIRA
	2249	7	MOZAMBIQUE	CERÂMICA, BEIRA PORT	3/11/2024 8:40 PM	2249	CERÂMICA, BEIRA PORT
	2741	9	UNKNOWN	CH-1211 GENEVA	10/26/2025 9:22 PM	2741	CH-1211 GENEVA
	2107	5	ZIMBABWE	CHAKA GROWTH POINT	9/21/2023 5:20 PM	2107	CHAKA GROWTH POINT
	2721	1	ZAMBIA	CHAKWANA TRUCK PARK, CHOMA	9/24/2025 7:43 PM	2721	CHAKWANA TRUCK PARK, CHOMA
	1579	1	ZAMBIA	CHALATA	1/22/2023 10:28 AM	1579	CHALATA
	1488	2	TANZANIA	CHALINZE	12/13/2022 8:57 PM	1488	CHALINZE
	2445	0		CHALOSHI	8/27/2024 7:43 PM	2445	CHALOSHI
	2082	2	TANZANIA	CHAMAKWEZA	8/15/2023 7:25 AM	2082	CHAMAKWEZA
	1539	1	ZAMBIA	CHAMBISHI	12/31/2022 3:05 PM	1539	CHAMBISHI
	2274	1	ZAMBIA	CHAMBISHI CCS 	4/17/2024 12:40 PM	2274	CHAMBISHI CCS 
	2419	1	ZAMBIA	CHAMBISHI ZCCZ	8/13/2024 7:44 AM	2419	CHAMBISHI ZCCZ
	2564	1	ZAMBIA	CHAMBOLI COUMPOUND, KITWE	3/3/2025 6:28 PM	2564	CHAMBOLI COUMPOUND, KITWE
	2173	7	MOZAMBIQUE	CHANGARA	11/16/2023 11:59 AM	2173	CHANGARA
	2314	7	MOZAMBIQUE	CHANGERA	6/5/2024 10:45 AM	2314	CHANGERA
	2150	1	ZAMBIA	CHANIDA BORDER POST	11/6/2023 11:08 PM	2150	CHANIDA BORDER POST
	2172	1	ZAMBIA	CHANSA VILLAGE	11/16/2023 10:19 AM	2172	CHANSA VILLAGE
	1478	1	ZAMBIA	CHANSALI	12/13/2022 3:42 AM	1478	CHANSALI
	2496	0		CHEGUTU	11/10/2024 12:09 AM	2496	CHEGUTU
	2252	7	MOZAMBIQUE	CHIBATA	3/14/2024 10:14 PM	2252	CHIBATA
	2037	5	ZIMBABWE	CHIBI	7/1/2023 2:04 PM	2037	CHIBI
	1545	1	ZAMBIA	CHIBOMBO	1/2/2023 6:36 PM	1545	CHIBOMBO
	2700	1	ZAMBIA	CHICHI B TRUCK PARK, NDABALA	8/18/2025 9:44 PM	2700	CHICHI B TRUCK PARK, NDABALA
	1370	1	ZAMBIA	CHIFUMA	11/23/2022 10:46 AM	1370	CHIFUMA
	2273	1	ZAMBIA	CHIFUMBULA - CHINSALI	4/11/2024 9:28 AM	2273	CHIFUMBULA - CHINSALI
	1676	1	ZAMBIA	CHIKANKATA	3/17/2023 5:21 PM	1676	CHIKANKATA
	2222	1	ZAMBIA	CHIKOKOSHI VILLAGE	1/6/2024 8:01 PM	2222	CHIKOKOSHI VILLAGE
	2624	0		CHIKUTI	6/12/2025 6:55 PM	2624	CHIKUTI
	2548	1	ZAMBIA	CHIKWANDA TRUCK PARK, CHOMA	1/27/2025 8:17 PM	2548	CHIKWANDA TRUCK PARK, CHOMA
	1867	1	ZAMBIA	CHIKWANDA VILLAGE, MPIKA	4/20/2023 1:09 PM	1867	CHIKWANDA VILLAGE, MPIKA
	2113	1	ZAMBIA	CHILAITI	10/1/2023 9:27 PM	2113	CHILAITI
	1602	1	ZAMBIA	CHILANGA	1/28/2023 2:45 PM	1602	CHILANGA
	1441	1	ZAMBIA	CHILILABOMBWE	12/10/2022 10:22 AM	1441	CHILILABOMBWE
	1603	1	ZAMBIA	CHILIMBANA	1/28/2023 11:24 PM	1603	CHILIMBANA
	1648	1	ZAMBIA	CHILOLWA	3/8/2023 9:21 PM	1648	CHILOLWA
	1398	1	ZAMBIA	CHILONGA	12/6/2022 2:44 PM	1398	CHILONGA
	2403	1	ZAMBIA	CHILONGA TOLL PLAZA, MPIKA	8/3/2024 5:47 AM	2403	CHILONGA TOLL PLAZA, MPIKA
	1597	1	ZAMBIA	CHILOWA	1/26/2023 11:55 AM	1597	CHILOWA
	1694	1	ZAMBIA	CHILUNDU	3/27/2023 11:41 PM	1694	CHILUNDU
	1418	2	TANZANIA	CHIMALA	12/6/2022 2:44 PM	1418	CHIMALA
	2338	1	ZAMBIA	CHIMANGWA	6/19/2024 6:22 PM	2338	CHIMANGWA
	2078	1	ZAMBIA	CHIMBELE	8/8/2023 4:26 PM	2078	CHIMBELE
	1890	2	TANZANIA	CHIMBUYA	4/24/2023 9:25 AM	1890	CHIMBUYA
	2062	7	MOZAMBIQUE	CHIMOIO	7/19/2023 9:48 AM	2062	CHIMOIO
	2194	1	ZAMBIA	CHIMUPATI	12/9/2023 8:21 PM	2194	CHIMUPATI
	2446	1	ZAMBIA	CHIMUSANYA	8/28/2024 10:21 PM	2446	CHIMUSANYA
	2678	1	ZAMBIA	CHIMUTANDA 	8/3/2025 4:28 PM	2678	CHIMUTANDA 
	1453	1	ZAMBIA	CHINGOLA	12/10/2022 4:32 PM	1453	CHINGOLA
	2681	1	ZAMBIA	CHINGOLA RELOAD YARD	8/4/2025 3:41 PM	2681	CHINGOLA RELOAD YARD
	1983	5	ZIMBABWE	CHINHOYI	6/10/2023 7:34 PM	1983	CHINHOYI
	2631	1	ZAMBIA	CHINKUMBA	6/21/2025 10:50 AM	2631	CHINKUMBA
	2507	5	ZIMBABWE	CHINOTIMBA TRUCK STOP, VIC-FALLS	12/13/2024 5:31 PM	2507	CHINOTIMBA TRUCK STOP, VIC-FALLS
	2187	5	ZIMBABWE	CHINOYI	12/4/2023 7:13 PM	2187	CHINOYI
	1373	1	ZAMBIA	CHINSALI	11/23/2022 10:46 AM	1373	CHINSALI
	2162	1	ZAMBIA	CHINYUYU	11/11/2023 6:30 PM	2162	CHINYUYU
	1426	1	ZAMBIA	CHIPINDO	12/10/2022 10:21 AM	1426	CHIPINDO
	2192	5	ZIMBABWE	CHIPOMA FALLS	12/7/2023 8:53 AM	2192	CHIPOMA FALLS
	2112	1	ZAMBIA	CHIPONYA	9/30/2023 10:28 PM	2112	CHIPONYA
	2143	1	ZAMBIA	CHIPUNGA AREA, CHINSALI	11/2/2023 7:45 PM	2143	CHIPUNGA AREA, CHINSALI
	2128	1	ZAMBIA	CHIPUNGA VILLAGE	10/22/2023 9:47 AM	2128	CHIPUNGA VILLAGE
	2131	1	ZAMBIA	CHIRUNDU CHECK POINT	10/22/2023 2:40 PM	2131	CHIRUNDU CHECK POINT
	2406	5	ZIMBABWE	CHIRUNDU COUNCIL TRUCK PARK	8/7/2024 9:00 PM	2406	CHIRUNDU COUNCIL TRUCK PARK
	1428	1	ZAMBIA	CHIRUNDU ZAMBIAN SIDE	12/10/2022 10:21 AM	1428	CHIRUNDU ZAMBIAN SIDE
	2075	5	ZIMBABWE	CHIRUNDU ZIM SIDE	8/6/2023 6:32 AM	2075	CHIRUNDU ZIM SIDE
	1437	1	ZAMBIA	CHISAMBA	12/10/2022 10:22 AM	1437	CHISAMBA
	1614	1	ZAMBIA	CHISEKESI	2/5/2023 2:37 AM	1614	CHISEKESI
	1528	1	ZAMBIA	CHITAMBO	12/29/2022 2:51 PM	1528	CHITAMBO
	1786	1	ZAMBIA	CHITEMBO	4/19/2023 9:50 AM	1786	CHITEMBO
	1793	1	ZAMBIA	CHITIWA	4/19/2023 12:35 PM	1793	CHITIWA
	2329	1	ZAMBIA	CHIUNDAPONDA	6/13/2024 7:25 PM	2329	CHIUNDAPONDA
	1777	1	ZAMBIA	CHIUNDAPONDE	4/19/2023 8:58 AM	1777	CHIUNDAPONDE
	2297	5	ZIMBABWE	CHIUTA 	5/15/2024 8:28 AM	2297	CHIUTA 
	2009	5	ZIMBABWE	CHIVHU	6/14/2023 9:24 AM	2009	CHIVHU
	2315	1	ZAMBIA	CHIWOSA VILLAGE, CHANIDA	6/6/2024 8:00 PM	2315	CHIWOSA VILLAGE, CHANIDA
	2101	3	BOTSWANA	CHOBE	9/12/2023 5:22 AM	2101	CHOBE
	1395	1	ZAMBIA	CHOMA	12/6/2022 2:44 PM	1395	CHOMA
	2160	1	ZAMBIA	CHONGWE	11/11/2023 4:34 PM	2160	CHONGWE
	2381	5	ZIMBABWE	CHPEMBERE AREA IN NYAZURA	7/20/2024 8:12 PM	2381	CHPEMBERE AREA IN NYAZURA
	2243	5	ZIMBABWE	CHRISTMAS PASS, MUTARE	3/4/2024 8:53 PM	2243	CHRISTMAS PASS, MUTARE
	2599	2	TANZANIA	CHUYUNI	5/12/2025 7:37 AM	2599	CHUYUNI
	1567	2	TANZANIA	COMFORT	1/13/2023 4:41 PM	1567	COMFORT
	1700	6	CONGO (DRC)	CONGO (DRC)	3/30/2023 8:41 AM	1700	CONGO (DRC)
	2653	1	ZAMBIA	CONTINETAL YARD KITWE	7/4/2025 3:52 PM	2653	CONTINETAL YARD KITWE
	2399	1	ZAMBIA	COPACABANA YARD, NDOLA	7/30/2024 11:36 PM	2399	COPACABANA YARD, NDOLA
	2468	1	ZAMBIA	COUNCIL TRUCK PARK, CHILILABOMBWE	10/11/2024 6:51 PM	2468	COUNCIL TRUCK PARK, CHILILABOMBWE
	2593	1	ZAMBIA	COUNCIL TRUCK PARK, CHINSALI	5/6/2025 8:10 PM	2593	COUNCIL TRUCK PARK, CHINSALI
	2636	1	ZAMBIA	COUNCIL TRUCK PARK, CHOMA	6/24/2025 7:56 PM	2636	COUNCIL TRUCK PARK, CHOMA
	2606	1	ZAMBIA	COUNCIL TRUCK PARK, ISOKA	5/19/2025 9:41 PM	2606	COUNCIL TRUCK PARK, ISOKA
	2706	1	ZAMBIA	COUNCIL TRUCK PARK, KALOMO	8/25/2025 7:21 PM	2706	COUNCIL TRUCK PARK, KALOMO
	2473	1	ZAMBIA	COUNCIL TRUCK PARK, MAZABUKA	10/14/2024 7:40 PM	2473	COUNCIL TRUCK PARK, MAZABUKA
	2416	1	ZAMBIA	COUNCIL TRUCK PARK, MKUSHI	8/10/2024 9:41 PM	2416	COUNCIL TRUCK PARK, MKUSHI
	2526	1	ZAMBIA	COUNCIL TRUCK PARK, MONZE	12/26/2024 7:18 PM	2526	COUNCIL TRUCK PARK, MONZE
	1380	1	ZAMBIA	COUNCIL TRUCK PARK, MPIKA	11/23/2022 10:46 AM	1380	COUNCIL TRUCK PARK, MPIKA
	2726	1	ZAMBIA	COUNCIL TRUCK PARK, SAKANIA	9/30/2025 7:58 PM	2726	COUNCIL TRUCK PARK, SAKANIA
	2367	1	ZAMBIA	COUNCIL TRUCK PARK, SERENJE	7/8/2024 8:00 PM	2367	COUNCIL TRUCK PARK, SERENJE
	2364	1	ZAMBIA	COUNCIL TRUCK PARK, SHIWANG'ANDU	7/4/2024 7:01 PM	2364	COUNCIL TRUCK PARK, SHIWANG'ANDU
	2672	1	ZAMBIA	COUNCIL TRUCK PARK, ZIMBA	8/1/2025 8:31 PM	2672	COUNCIL TRUCK PARK, ZIMBA
	2626	5	ZIMBABWE	CROSS COUNTRY YARD, HARARE	6/13/2025 2:22 PM	2626	CROSS COUNTRY YARD, HARARE
	2217	5	ZIMBABWE	CROSS DETE	1/3/2024 5:59 PM	2217	CROSS DETE
	2563	1	ZAMBIA	CROWN SHIPPING YARD, LUSAKA 	3/2/2025 8:07 PM	2563	CROWN SHIPPING YARD, LUSAKA 
	2318	7	MOZAMBIQUE	CRUZAMENTO MACOSSA 	6/8/2024 7:27 PM	2318	CRUZAMENTO MACOSSA 
	2016	3	BOTSWANA	CUSTOMS BOTSWANA	6/15/2023 11:23 AM	2016	CUSTOMS BOTSWANA
	2152	7	MOZAMBIQUE	CUSTOMS MOZAMBIQUE	11/8/2023 7:36 PM	2152	CUSTOMS MOZAMBIQUE
	1980	5	ZIMBABWE	CUSTOMS ZIMBABWE	6/10/2023 9:14 AM	1980	CUSTOMS ZIMBABWE
	2434	1	ZAMBIA	DAMA VENTURE YARD, LUSAKA	8/20/2024 6:38 PM	2434	DAMA VENTURE YARD, LUSAKA
	1521	1	ZAMBIA	DANGER HILL	12/28/2022 1:55 PM	1521	DANGER HILL
	1683	1	ZAMBIA	DANIEL MUNKOMBWE TOLL PLAZA	3/18/2023 3:41 PM	1683	DANIEL MUNKOMBWE TOLL PLAZA
	1477	2	TANZANIA	DAR ES SALAAM	12/13/2022 12:34 AM	1477	DAR ES SALAAM
	2357	5	ZIMBABWE	DEAN'S TRUCK STOP	6/29/2024 7:32 PM	2357	DEAN'S TRUCK STOP
	2258	1	ZAMBIA	DELETE56	3/20/2024 11:26 AM	2258	DELETE56
	2708	1	ZAMBIA	DELTA/KOBRA TRUCK PARK, MONZE	9/2/2025 6:55 PM	2708	DELTA/KOBRA TRUCK PARK, MONZE
	2634	1	ZAMBIA	DHAQANE YARD, NDOLA	6/21/2025 9:45 PM	2634	DHAQANE YARD, NDOLA
	2509	3	BOTSWANA	DIBETE	12/15/2024 10:55 AM	2509	DIBETE
	2515	3	BOTSWANA	DIBETE WEIGHBRIDGE 	12/17/2024 2:02 PM	2515	DIBETE WEIGHBRIDGE 
	2242	5	ZIMBABWE	DINNS	3/2/2024 6:58 PM	2242	DINNS
	2395	5	ZIMBABWE	DIN'S  TRUCK STOP NYAMAKATE	7/27/2024 8:36 PM	2395	DIN'S  TRUCK STOP NYAMAKATE
	1487	2	TANZANIA	DOMA	12/13/2022 8:57 PM	1487	DOMA
	2244	7	MOZAMBIQUE	DONDO CITY	3/5/2024 11:22 PM	2244	DONDO CITY
	2177	7	MOZAMBIQUE	DONDO, SOFALA PROVINCE	11/19/2023 5:41 PM	2177	DONDO, SOFALA PROVINCE
	2487	1	ZAMBIA	DRYPOT TRUCK PARK, SHIWANG'ANDU	10/28/2024 7:34 PM	2487	DRYPOT TRUCK PARK, SHIWANG'ANDU
	1991	3	BOTSWANA	DUKWI	6/12/2023 9:48 AM	1991	DUKWI
	1438	1	ZAMBIA	DUPLICATE	12/10/2022 10:22 AM	1438	DUPLICATE
	2276	1	ZAMBIA	DUPLICATE  5	4/28/2024 6:51 PM	2276	DUPLICATE  5
	1443	1	ZAMBIA	DUPLICATE 10	12/10/2022 10:22 AM	1443	DUPLICATE 10
	1649	1	ZAMBIA	DUPLICATE 12	3/9/2023 8:04 AM	1649	DUPLICATE 12
	1749	1	ZAMBIA	DUPLICATE 123654	4/17/2023 12:08 PM	1749	DUPLICATE 123654
	1372	1	ZAMBIA	DUPLICATE 16	11/23/2022 10:46 AM	1372	DUPLICATE 16
	1531	1	ZAMBIA	DUPLICATE 20	12/29/2022 9:09 PM	1531	DUPLICATE 20
	2289	1	ZAMBIA	DUPLICATE 40	5/11/2024 6:13 PM	2289	DUPLICATE 40
	2277	1	ZAMBIA	DUPLICATE 41	4/28/2024 6:51 PM	2277	DUPLICATE 41
	2283	1	ZAMBIA	DUPLICATE 50	5/8/2024 7:13 PM	2283	DUPLICATE 50
	1376	1	ZAMBIA	DUPLICATE 566	11/23/2022 10:46 AM	1376	DUPLICATE 566
	1435	1	ZAMBIA	DUPLICATE BWANA SAMAKI DUPLICATE	12/10/2022 10:22 AM	1435	DUPLICATE BWANA SAMAKI DUPLICATE
	1523	2	TANZANIA	DUPLICATE CONFORT DUPLICATE 	12/29/2022 8:35 AM	1523	DUPLICATE CONFORT DUPLICATE 
	1586	1	ZAMBIA	DUPLICATE DANIE MUKOMBWE DUPLICATE	1/24/2023 12:45 PM	1586	DUPLICATE DANIE MUKOMBWE DUPLICATE
	1607	1	ZAMBIA	DUPLICATE EASTERN UNION WEIGHBRIDGE DUPLICATE	1/31/2023 12:51 PM	1607	DUPLICATE EASTERN UNION WEIGHBRIDGE DUPLICATE
	1482	1	ZAMBIA	DUPLICATE FITOBAULA/CHILILABOMBWE	12/13/2022 8:57 PM	1482	DUPLICATE FITOBAULA/CHILILABOMBWE
	1442	1	ZAMBIA	DUPLICATE FITWAOLA DUPLICATE	12/10/2022 10:22 AM	1442	DUPLICATE FITWAOLA DUPLICATE
	1500	2	TANZANIA	DUPLICATE IGAWA.	12/15/2022 11:55 AM	1500	DUPLICATE IGAWA.
	1613	1	ZAMBIA	DUPLICATE KABSAPI DUPLICATE	2/3/2023 11:41 AM	1613	DUPLICATE KABSAPI DUPLICATE
	1684	1	ZAMBIA	DUPLICATE KEBBY MUSOKOTWA TOLL PLAZA	3/20/2023 9:06 AM	1684	DUPLICATE KEBBY MUSOKOTWA TOLL PLAZA
	1385	1	ZAMBIA	DUPLICATE MWANDI.	11/23/2022 10:46 AM	1385	DUPLICATE MWANDI.
	1522	1	ZAMBIA	DUPLICATE NAKONDE BORDER POST	12/29/2022 8:35 AM	1522	DUPLICATE NAKONDE BORDER POST
	1401	2	TANZANIA	DUPLICATE PASSED MOROGORO	12/6/2022 2:44 PM	1401	DUPLICATE PASSED MOROGORO
	1468	1	ZAMBIA	DUPLICATE PASSED MPIKA	12/12/2022 9:14 AM	1468	DUPLICATE PASSED MPIKA
	1450	2	TANZANIA	DUPLICATE PASSED NYOLOLO	12/10/2022 10:23 AM	1450	DUPLICATE PASSED NYOLOLO
	1403	2	TANZANIA	DUPLICATE PASSED RUAHAMBUYUNI DUPLICATE	12/6/2022 2:44 PM	1403	DUPLICATE PASSED RUAHAMBUYUNI DUPLICATE
	1473	1	ZAMBIA	DUPLICATE PASSED SERENJE DUPLICATE	12/12/2022 10:00 AM	1473	DUPLICATE PASSED SERENJE DUPLICATE
	1469	1	ZAMBIA	DUPLICATE PASSED SHIWANG'ANDU	12/12/2022 9:32 AM	1469	DUPLICATE PASSED SHIWANG'ANDU
	1412	2	TANZANIA	DUPLICATE PASSED SONGWE DUPLICATE	12/6/2022 2:44 PM	1412	DUPLICATE PASSED SONGWE DUPLICATE
	1515	2	TANZANIA	DUPLICATE PASSED VWAWA DUPLICATE	12/21/2022 2:29 PM	1515	DUPLICATE PASSED VWAWA DUPLICATE
	1451	2	TANZANIA	DUPLICATE PASSED WENDA DUPLICATE	12/10/2022 10:23 AM	1451	DUPLICATE PASSED WENDA DUPLICATE
