	LocationID	CoutryID	CountryName	Description	DateTimeAdded	ID	DisplayValue
	2698	1	ZAMBIA	SENGA HILLS	8/18/2025 9:23 AM	2698	SENGA HILLS
	2114	2	TANZANIA	SENJELE	10/2/2023 5:59 PM	2114	SENJELE
	1509	2	TANZANIA	SENJERE	12/21/2022 2:29 PM	1509	SENJERE
	2680	0		SENKA	8/4/2025 11:57 AM	2680	SENKA
	1386	1	ZAMBIA	SERENJE	11/23/2022 10:46 AM	1386	SERENJE
	2013	3	BOTSWANA	SERULE	6/15/2023 9:24 AM	2013	SERULE
	1993	3	BOTSWANA	SERULE WEIGHBRIDGE	6/12/2023 1:34 PM	1993	SERULE WEIGHBRIDGE
	2482	0		SESE BUSINESS CENTER 	10/19/2024 5:45 PM	2482	SESE BUSINESS CENTER 
	1548	1	ZAMBIA	SESHEKE	1/3/2023 12:12 PM	1548	SESHEKE
	2465	1	ZAMBIA	SGC FILLING STATION NDOLA	9/25/2024 5:56 PM	2465	SGC FILLING STATION NDOLA
	2720	1	ZAMBIA	SGC FILLING STATION, CHISAMBA	9/17/2025 8:36 PM	2720	SGC FILLING STATION, CHISAMBA
	2661	1	ZAMBIA	SGC YARD	7/7/2025 10:14 AM	2661	SGC YARD
	2196	1	ZAMBIA	SGC YARD, NDOLA	12/10/2023 5:05 PM	2196	SGC YARD, NDOLA
	2096	2	TANZANIA	SHAFILUNDU	9/6/2023 4:07 PM	2096	SHAFILUNDU
	2407	0		SHAMILIMO WITHIN MASAITI	8/7/2024 9:21 PM	2407	SHAMILIMO WITHIN MASAITI
	2018	3	BOTSWANA	SHEERWOOD	6/15/2023 12:36 PM	2018	SHEERWOOD
	1457	1	ZAMBIA	SHIMABALA TOLL PLAZA	12/11/2022 9:57 AM	1457	SHIMABALA TOLL PLAZA
	1436	1	ZAMBIA	SHIWANG'ANDU	12/10/2022 10:22 AM	1436	SHIWANG'ANDU
	2543	0		SHURUNGWI	1/20/2025 10:35 AM	2543	SHURUNGWI
	2030	1	ZAMBIA	SIAVONGA TURN-OFF	6/23/2023 11:29 AM	2030	SIAVONGA TURN-OFF
	2363	0		SILANGWA TURNOFF	7/3/2024 6:11 PM	2363	SILANGWA TURNOFF
	2384	0		SILENGA VILAGE	7/22/2024 11:12 AM	2384	SILENGA VILAGE
	2744	0		SIMON MWANSA KAPWEPWE TOLL PLAZA	10/30/2025 7:15 AM	2744	SIMON MWANSA KAPWEPWE TOLL PLAZA
	1609	1	ZAMBIA	SIMONGA	2/3/2023 8:28 AM	1609	SIMONGA
	2287	1	ZAMBIA	SINDA	5/10/2024 12:35 PM	2287	SINDA
	2642	1	ZAMBIA	SINOMA YARD, NDOLA	6/28/2025 7:27 PM	2642	SINOMA YARD, NDOLA
	1629	1	ZAMBIA	SIOMA	2/27/2023 10:29 PM	1629	SIOMA
	2323	0		SIWALYA	6/11/2024 6:09 PM	2323	SIWALYA
	2146	1	ZAMBIA	SIX (6) MILES AREA	11/6/2023 12:03 AM	2146	SIX (6) MILES AREA
	2270	3	BOTSWANA	SKYBRIDGE FILLING STATION, FRANCISTOWN	4/10/2024 11:38 AM	2270	SKYBRIDGE FILLING STATION, FRANCISTOWN
	2400	7	MOZAMBIQUE	SODJA PARK INHAMISUA, BEIRA	7/31/2024 9:07 PM	2400	SODJA PARK INHAMISUA, BEIRA
	1405	2	TANZANIA	SOKOTA	12/6/2022 2:44 PM	1405	SOKOTA
	1583	2	TANZANIA	SOLIWAYA	1/23/2023 10:40 AM	1583	SOLIWAYA
	1432	1	ZAMBIA	SOLWEZI	12/10/2022 10:22 AM	1432	SOLWEZI
	2035	1	ZAMBIA	SOLWEZI TURN OFF CHECKPOINT	6/29/2023 11:53 AM	2035	SOLWEZI TURN OFF CHECKPOINT
	2079	1	ZAMBIA	SOLWEZI WEIGHBRIDGE	8/11/2023 11:05 PM	2079	SOLWEZI WEIGHBRIDGE
	1556	2	TANZANIA	SONGWE	1/4/2023 12:52 PM	1556	SONGWE
	2026	8	SOUTH AFRICA	SOUTH AFRICA	6/17/2023 6:54 PM	2026	SOUTH AFRICA
	2374	1	ZAMBIA	SOUTH GATE YARD, LUSAKA	7/13/2024 9:45 PM	2374	SOUTH GATE YARD, LUSAKA
	2404	1	ZAMBIA	SOUTHGATE YARD, LIVINGSTONE	8/3/2024 9:32 PM	2404	SOUTHGATE YARD, LIVINGSTONE
	2136	7	MOZAMBIQUE	SOWA	10/27/2023 8:44 AM	2136	SOWA
	2707	1	ZAMBIA	ST DOROTHY	8/31/2025 7:08 AM	2707	ST DOROTHY
	1580	1	ZAMBIA	ST. DOROTHY	1/22/2023 12:13 PM	1580	ST. DOROTHY
	2530	1	ZAMBIA	STOUTONE YARD, LUSAKA	12/28/2024 10:06 PM	2530	STOUTONE YARD, LUSAKA
	2204	4	NAMIBIA	STRANDSKLOOF	12/17/2023 7:34 PM	2204	STRANDSKLOOF
	2471	1	ZAMBIA	SUCCESS YARD, NDOLA	10/13/2024 9:25 PM	2471	SUCCESS YARD, NDOLA
	2735	1	ZAMBIA	SULEMAN YARD, NDOLA	10/13/2025 10:02 PM	2735	SULEMAN YARD, NDOLA
	2740	0		SUNLINE CHAMBESHI	10/22/2025 4:04 PM	2740	SUNLINE CHAMBESHI
	2359	5	ZIMBABWE	SUNSHINE YARD, BEITBRIDGE	7/1/2024 6:08 PM	2359	SUNSHINE YARD, BEITBRIDGE
	2427	1	ZAMBIA	SUNSHINE YARD, KAPIRI MPOSHI	8/17/2024 10:52 PM	2427	SUNSHINE YARD, KAPIRI MPOSHI
	2535	1	ZAMBIA	SUNSHINE YARD, LUSAKA	1/1/2025 9:39 PM	2535	SUNSHINE YARD, LUSAKA
	2228	1	ZAMBIA	SUPER CARE YARD, NDOLA 	1/20/2024 5:23 PM	2228	SUPER CARE YARD, NDOLA 
	2186	3	BOTSWANA	SWANA FILLING STATION   	11/29/2023 4:04 PM	2186	SWANA FILLING STATION   
	2369	0		SWEETVALY IN BEITBRDGE	7/9/2024 9:48 PM	2369	SWEETVALY IN BEITBRDGE
	2350	1	ZAMBIA	SWIFT YARD, NDOLA	6/22/2024 7:59 PM	2350	SWIFT YARD, NDOLA
	2109	2	TANZANIA	T557EBV	9/24/2023 4:26 PM	2109	T557EBV
	2023	7	MOZAMBIQUE	TAMASANE	6/17/2023 8:51 AM	2023	TAMASANE
	1542	2	TANZANIA	TANANGOZI	1/2/2023 1:15 PM	1542	TANANGOZI
	2607	0		TANGA	5/20/2025 8:43 AM	2607	TANGA
	1588	2	TANZANIA	TANZANIAN SIDE	1/24/2023 3:59 PM	1588	TANZANIAN SIDE
	2582	0		TARKAGANI TURN OFF	4/14/2025 3:56 PM	2582	TARKAGANI TURN OFF
	2327	0		TAUNDE	6/13/2024 10:39 AM	2327	TAUNDE
	1638	9	UNKNOWN	TBA	3/3/2023 9:26 AM	1638	TBA
	1455	1	ZAMBIA	TEST LOCATION	12/11/2022 7:42 AM	1455	TEST LOCATION
	1472	1	ZAMBIA	TESTING	12/12/2022 9:51 AM	1472	TESTING
	2171	7	MOZAMBIQUE	TETE	11/15/2023 9:22 PM	2171	TETE
	1	1	ZAMBIA	THERE	11/11/2022 1:16 AM	1	THERE
	2147	1	ZAMBIA	THIRTEEN (13) MILES AREA	11/6/2023 12:21 AM	2147	THIRTEEN (13) MILES AREA
	2232	7	MOZAMBIQUE	TICA	2/4/2024 11:53 AM	2232	TICA
	2426	1	ZAMBIA	TIME TRUCKING YARD, LUSAKA	8/17/2024 9:16 PM	2426	TIME TRUCKING YARD, LUSAKA
	2433	1	ZAMBIA	TIME TRUCKING YARD, NDOLA	8/19/2024 8:37 PM	2433	TIME TRUCKING YARD, NDOLA
	2510	3	BOTSWANA	TLOKWENG	12/15/2024 12:59 PM	2510	TLOKWENG
	2540	3	BOTSWANA	TLOKWENG BORDER	1/16/2025 6:05 PM	2540	TLOKWENG BORDER
	2089	3	BOTSWANA	TONOTA	8/24/2023 4:10 PM	2089	TONOTA
	2265	1	ZAMBIA	TOP RUN TRUCK PARK, KASUMBALESA	3/30/2024 10:28 AM	2265	TOP RUN TRUCK PARK, KASUMBALESA
	2117	3	BOTSWANA	TOPISI	10/7/2023 2:58 PM	2117	TOPISI
	2682	1	ZAMBIA	TOURS TRUCK PARK, KAPIRI MPOSHI	8/4/2025 7:33 PM	2682	TOURS TRUCK PARK, KAPIRI MPOSHI
	2349	1	ZAMBIA	TRANS CARGO YARD, NDOLA 	6/22/2024 6:42 PM	2349	TRANS CARGO YARD, NDOLA 
	2499	1	ZAMBIA	TRANSCONNECT YARD NDOLA	11/19/2024 2:30 PM	2499	TRANSCONNECT YARD NDOLA
	2241	5	ZIMBABWE	TRISCOURCE TRUCK PARK, CHIRUNDU(ZIM-SIDE)	3/2/2024 3:28 PM	2241	TRISCOURCE TRUCK PARK, CHIRUNDU(ZIM-SIDE)
	2610	1	ZAMBIA	TRUCK MEC YARD, KITWE	5/21/2025 7:18 PM	2610	TRUCK MEC YARD, KITWE
	2442	5	ZIMBABWE	TRYSOURCE TRUCK PARK, CHIRUNDU	8/24/2024 6:53 PM	2442	TRYSOURCE TRUCK PARK, CHIRUNDU
	2448	0		TSETSE GATE	9/3/2024 7:46 AM	2448	TSETSE GATE
	2070	3	BOTSWANA	TSWANA FILLING STATION, KASANE	8/1/2023 4:35 PM	2070	TSWANA FILLING STATION, KASANE
	2724	1	ZAMBIA	TSWANA FUEL TRUCK STOP	9/26/2025 10:10 PM	2724	TSWANA FUEL TRUCK STOP
	2668	1	ZAMBIA	TUG ARGAN BARRACKS	7/15/2025 5:52 PM	2668	TUG ARGAN BARRACKS
	1404	2	TANZANIA	TUNDUMA	12/6/2022 2:44 PM	1404	TUNDUMA
	2052	3	BOTSWANA	TUTEMES TURN OFF	7/15/2023 7:10 PM	2052	TUTEMES TURN OFF
	2743	0		TUTUME	10/29/2025 10:22 PM	2743	TUTUME
	2651	1	ZAMBIA	TWAPIA AREA, NDOLA	7/3/2025 5:55 PM	2651	TWAPIA AREA, NDOLA
	2688	1	ZAMBIA	TYCHE GLOBAL LOGISTICS YARD, KAFUE	8/9/2025 8:19 PM	2688	TYCHE GLOBAL LOGISTICS YARD, KAFUE
	2656	1	ZAMBIA	TYCHE YARD, KAFUE	7/5/2025 4:55 PM	2656	TYCHE YARD, KAFUE
	1652	2	TANZANIA	UBENA ZOMOZI	3/10/2023 12:21 AM	1652	UBENA ZOMOZI
	1512	2	TANZANIA	UBUNGO	12/21/2022 2:29 PM	1512	UBUNGO
	2519	2	TANZANIA	UGWACHANYA MAFINGA AREA	12/18/2024 10:48 PM	2519	UGWACHANYA MAFINGA AREA
	2022	9	UNKNOWN	UNKNOWN	6/16/2023 2:34 PM	2022	UNKNOWN
	2650	1	ZAMBIA	UNO FILLING STATION, LUSAKA	7/2/2025 10:06 PM	2650	UNO FILLING STATION, LUSAKA
	2570	1	ZAMBIA	UNO FILLING STATION, NDOLA	3/13/2025 8:44 PM	2570	UNO FILLING STATION, NDOLA
	2351	1	ZAMBIA	USANGU YARD, NDOLA	6/23/2024 6:05 PM	2351	USANGU YARD, NDOLA
	1496	2	TANZANIA	UYOLE	12/14/2022 10:43 AM	1496	UYOLE
	2293	7	MOZAMBIQUE	VANDUZI	5/12/2024 7:57 PM	2293	VANDUZI
	2020	1	ZAMBIA	VICTORIA FALLS BORDER	6/16/2023 9:56 AM	2020	VICTORIA FALLS BORDER
	1546	2	TANZANIA	VIGWAZA	1/3/2023 9:47 AM	1546	VIGWAZA
	2031	2	TANZANIA	VISIGA	6/23/2023 9:14 PM	2031	VISIGA
	1533	1	ZAMBIA	VITONDO	12/30/2022 9:14 AM	1533	VITONDO
	2365	2	TANZANIA	VIWENGI PASSED IRINGA	7/6/2024 9:28 AM	2365	VIWENGI PASSED IRINGA
	2294	1	ZAMBIA	VS CARGO YARD, NDOLA 	5/12/2024 11:55 PM	2294	VS CARGO YARD, NDOLA 
	2176	1	ZAMBIA	VS CARGO, NDOLA	11/18/2023 2:57 PM	2176	VS CARGO, NDOLA
	1502	2	TANZANIA	VWAWA	12/15/2022 1:28 PM	1502	VWAWA
	2209	2	TANZANIA	WAGING'OMBE	12/21/2023 8:58 PM	2209	WAGING'OMBE
	2728	0		WALVIS BAY	10/4/2025 8:45 AM	2728	WALVIS BAY
	2614	0		WAMI	5/24/2025 9:31 AM	2614	WAMI
	1520	2	TANZANIA	WANGING'OMBE	12/28/2022 1:41 PM	1520	WANGING'OMBE
	1495	2	TANZANIA	WENDA	12/13/2022 8:57 PM	1495	WENDA
	1718	5	ZIMBABWE	WEST NICHOLSON	4/10/2023 8:14 PM	1718	WEST NICHOLSON
	2559	1	ZAMBIA	WESTERN UNION WEIGHBRIDGE, NDOLA	2/21/2025 4:28 PM	2559	WESTERN UNION WEIGHBRIDGE, NDOLA
	2259	5	ZIMBABWE	WESTGATE	3/21/2024 6:09 AM	2259	WESTGATE
	2685	1	ZAMBIA	WIDE WAY YARD, KITWE	8/6/2025 9:28 PM	2685	WIDE WAY YARD, KITWE
	2226	1	ZAMBIA	WILSON MOFYA TOLL PLAZA	1/10/2024 7:14 PM	2226	WILSON MOFYA TOLL PLAZA
	2255	1	ZAMBIA	WULONGA AREA, NAKONDE	3/17/2024 7:39 PM	2255	WULONGA AREA, NAKONDE
	1575	1	ZAMBIA	WULONGO	1/21/2023 12:06 PM	1575	WULONGO
	2453	1	ZAMBIA	ZAFICO FOREST, SHIWANG'ANDU	9/7/2024 6:09 PM	2453	ZAFICO FOREST, SHIWANG'ANDU
	1687	1	ZAMBIA	ZALAWI - CHINGOLA	3/22/2023 8:28 AM	1687	ZALAWI - CHINGOLA
	2291	1	ZAMBIA	ZALAWI YARD	5/11/2024 10:24 PM	2291	ZALAWI YARD
	2717	1	ZAMBIA	ZAM FASTEST YARD, LUSAKA	9/15/2025 6:02 PM	2717	ZAM FASTEST YARD, LUSAKA
	2248	1	ZAMBIA	ZAMTA YARD, NDOLA	3/10/2024 5:23 PM	2248	ZAMTA YARD, NDOLA
	1454	1	ZAMBIA	ZAMTAN, KITWE	12/10/2022 5:57 PM	1454	ZAMTAN, KITWE
	2657	0		ZANGA ZANGA YARD, LUSAKA	7/5/2025 5:04 PM	2657	ZANGA ZANGA YARD, LUSAKA
	2620	5	ZIMBABWE	ZERO DEGREES YARD, HARARE	6/10/2025 4:38 PM	2620	ZERO DEGREES YARD, HARARE
	2380	5	ZIMBABWE	ZIM CUSTOMS	7/20/2024 7:34 PM	2380	ZIM CUSTOMS
	1554	1	ZAMBIA	ZIMBA TOWN	1/4/2023 12:33 PM	1554	ZIMBA TOWN
	1703	5	ZIMBABWE	ZIMBABWE	4/5/2023 4:28 PM	1703	ZIMBABWE
	2011	3	BOTSWANA	ZIMBABWE -BOTSWANA BOARDER CUSTORMS	6/14/2023 12:24 PM	2011	ZIMBABWE -BOTSWANA BOARDER CUSTORMS
	2304	5	ZIMBABWE	ZIMBAMBWE SIDE	5/22/2024 5:29 PM	2304	ZIMBAMBWE SIDE
	2344	0		ZIMBINGA	6/21/2024 7:49 AM	2344	ZIMBINGA
	2573	5	ZIMBABWE	ZINDONGA	3/17/2025 3:56 PM	2573	ZINDONGA
	2579	5	ZIMBABWE	ZINDONGA TRUCK STOP, HARARE	4/1/2025 11:28 PM	2579	ZINDONGA TRUCK STOP, HARARE
	2654	1	ZAMBIA	Z-MART NDOLA	7/5/2025 8:19 AM	2654	Z-MART NDOLA
	2288	1	ZAMBIA	Z-MART YARD, NDOLA	5/10/2024 6:42 PM	2288	Z-MART YARD, NDOLA
	2219	1	ZAMBIA	ZRA OFFICES, NDOLA	1/4/2024 2:24 PM	2219	ZRA OFFICES, NDOLA
	2694	1	ZAMBIA	ZRA, KAPIRI MPOSHI	8/12/2025 4:55 PM	2694	ZRA, KAPIRI MPOSHI
	2181	8	SOUTH AFRICA	ZULU	11/23/2023 9:27 AM	2181	ZULU
	2401	0		ZULU TOLL PLAZA	8/2/2024 6:51 PM	2401	ZULU TOLL PLAZA
